duration,gross,genres,actor_3_name,facenumber_in_poster,country,budget,title_year,movie_facebook_likes,ratio_rentabilite,imdb_score_disc,ratio_rentabilite_disc
125,75764085,comedy|drama|fantasy|romance,'amber valletta',1,usa,60000000,2000,0,1.262735,'\'Block3of4\'','\'Block3of4\''
111,90356857,action|comedy|crime|thriller,'jaqueline fleming',4,usa,58000000,2010,32000,1.557877,'\'Block3of4\'','\'Block3of4\''
156,75530832,drama|sport,'ll cool j',5,usa,55000000,1999,0,1.373288,'\'Block3of4\'','\'Block3of4\''
170,75370763,drama|romance|western,'jessalyn gilsig',0,usa,60000000,1998,0,1.256179,'\'Block2of4\'','\'Block3of4\''
120,100003492,crime|drama|thriller,'debi mazar',0,usa,65000000,2004,0,1.538515,'\'Block4of4\'','\'Block3of4\''
100,90341670,action|adventure|fantasy|thriller,'bernard hill',4,usa,60000000,2002,0,1.505694,'\'Block1of4\'','\'Block3of4\''
115,74540762,action|drama|thriller,'jacinda barrett',2,usa,55000000,2004,0,1.355287,'\'Block2of4\'','\'Block3of4\''
130,80033643,action|crime|mystery|thriller,'david oyelowo',2,usa,60000000,2012,38000,1.333894,'\'Block3of4\'','\'Block3of4\''
105,73648142,action|sci-fi|thriller,'saffron burrows',1,usa,60000000,1999,0,1.227469,'\'Block1of4\'','\'Block3of4\''
111,71844424,documentary|music,'judith hill',0,usa,60000000,2009,0,1.197407,'\'Block4of4\'','\'Block3of4\''
106,75638743,drama|thriller,'griffin kane',4,usa,60000000,2011,42000,1.260646,'\'Block3of4\'','\'Block3of4\''
89,66734992,action|adventure|comedy|crime,'bill hunter',0,usa,60000000,2003,858,1.11225,'\'Block1of4\'','\'Block3of4\''
100,75280058,animation|family|fantasy,'john hodgman',1,usa,60000000,2009,10000,1.254668,'\'Block4of4\'','\'Block3of4\''
91,64505912,sci-fi|thriller,'kristen connolly',0,usa,48000000,2008,6000,1.343873,'\'Block1of4\'','\'Block3of4\''
146,77862546,action|crime|drama|thriller,'giancarlo giannini',2,usa,70000000,2004,14000,1.112322,'\'Block4of4\'','\'Block3of4\''
98,61112916,comedy|family|fantasy,'kristin davis',0,usa,50000000,2006,747,1.222258,'\'Block1of4\'','\'Block3of4\''
101,88200225,comedy|crime,'fred williamson',5,usa,60000000,2004,0,1.470004,'\'Block2of4\'','\'Block3of4\''
94,60573641,comedy|family,'jake lloyd',1,usa,60000000,1996,0,1.009561,'\'Block1of4\'','\'Block2of4\''
132,59035104,action|fantasy|horror|sci-fi,'brian steele',1,usa,66000000,2004,0,0.894471,'\'Block3of4\'','\'Block2of4\''
115,56702901,drama,'sydney pollack',1,usa,60000000,1998,1000,0.945048,'\'Block2of4\'','\'Block2of4\''
92,55994557,adventure|animation|comedy|family|fantasy,'elaine stritch',0,usa,60000000,2012,12000,0.933243,'\'Block3of4\'','\'Block2of4\''
124,54910560,action|adventure|crime|thriller,'sophie okonedo',0,usa,60000000,1997,0,0.915176,'\'Block2of4\'','\'Block2of4\''
119,53789313,action|mystery|sci-fi|thriller,'callum rennie',0,usa,60000000,2003,0,0.896489,'\'Block2of4\'','\'Block2of4\''
124,51045801,drama|romance,'raymond cruz',2,usa,60000000,1996,829,0.850763,'\'Block2of4\'','\'Block2of4\''
93,50818750,adventure|animation|comedy|family|fantasy,'frank langella',0,uk,60000000,2008,0,0.846979,'\'Block2of4\'','\'Block2of4\''
22,?,comedy|romance,'adhir kalyan',3,usa,?,?,0,?,'\'Block4of4\'',?
98,50189179,action|comedy|sci-fi,'ritchie coster',2,usa,60000000,2002,797,0.836486,'\'Block1of4\'','\'Block2of4\''
92,50024083,action|thriller,'patrick kilpatrick',1,usa,60000000,1995,1000,0.833735,'\'Block1of4\'','\'Block2of4\''
105,50549107,action|drama|thriller,'gemma chan',3,usa,60000000,2014,17000,0.842485,'\'Block2of4\'','\'Block2of4\''
124,56443482,biography|comedy|drama,'bradley cooper',3,usa,60000000,2015,24000,0.940725,'\'Block3of4\'','\'Block2of4\''
99,62401264,action|crime|drama|thriller,'julian kostov',3,uk,60000000,2016,28000,1.040021,'\'Block2of4\'','\'Block2of4\''
116,47748610,action|horror|sci-fi,'raymond cruz',0,usa,75000000,1997,0,0.636648,'\'Block2of4\'','\'Block2of4\''
124,46975183,action|crime|drama|mystery|thriller,'louis ferreira',0,usa,61000000,2007,0,0.770085,'\'Block3of4\'','\'Block2of4\''
96,50807639,adventure|animation|comedy|family|fantasy,'tracy morgan',3,usa,60000000,2014,11000,0.846794,'\'Block3of4\'','\'Block2of4\''
104,46611204,comedy|drama|fantasy|romance,'stockard channing',1,usa,48000000,1998,0,0.971067,'\'Block2of4\'','\'Block2of4\''
100,257756197,action|adventure|animation|comedy|family|fantasy,'alison brie',0,australia,60000000,2014,64000,4.295937,'\'Block4of4\'','\'Block4of4\''
115,48472213,action|comedy|crime,'treat williams',2,usa,45000000,2005,621,1.07716,'\'Block1of4\'','\'Block3of4\''
101,43060566,action|adventure|fantasy|sci-fi|thriller,'matthew mcconaughey',0,usa,60000000,2002,0,0.717676,'\'Block2of4\'','\'Block2of4\''
113,45996718,action|crime|drama|thriller,'wade williams',3,usa,60000000,2013,40000,0.766612,'\'Block3of4\'','\'Block2of4\''
100,43337279,adventure|comedy,'xander berkeley',2,usa,60000000,2009,0,0.722288,'\'Block1of4\'','\'Block2of4\''
134,37479778,biography|drama|history|sport,'leleti khumalo',1,usa,60000000,2009,23000,0.624663,'\'Block4of4\'','\'Block2of4\''
127,36965395,crime|drama|mystery|thriller,'michael weston',3,usa,?,2009,0,?,'\'Block3of4\'',?
125,40559930,comedy|crime|romance|thriller,'denis ohare',0,usa,60000000,2009,0,0.675999,'\'Block2of4\'','\'Block2of4\''
94,36830057,comedy|family|sci-fi,'michael lerner',2,usa,65000000,1999,448,0.566616,'\'Block1of4\'','\'Block2of4\''
107,36279230,action|crime|thriller,'martin donovan',0,usa,60000000,2006,690,0.604654,'\'Block2of4\'','\'Block2of4\''
91,42194060,adventure|animation|comedy|family|sci-fi,'james corden',1,spain,70000000,2009,0,0.602772,'\'Block2of4\'','\'Block2of4\''
116,43119879,action|adventure|sci-fi|thriller,'jonathan frakes',0,usa,60000000,2002,0,0.718665,'\'Block2of4\'','\'Block2of4\''
100,35096190,comedy|crime|romance,'julia duffy',1,usa,60000000,2003,0,0.584936,'\'Block2of4\'','\'Block2of4\''
111,35754555,drama|sport,'bob gunton',0,usa,?,2012,11000,?,'\'Block3of4\'',?
117,43290977,crime|drama|mystery|thriller,'denis ohare',1,uk,80000000,2010,0,0.541137,'\'Block3of4\'','\'Block2of4\''
110,33927476,horror|mystery|sci-fi|thriller,'chi muoi lo',0,uk,40000000,1997,956,0.848187,'\'Block1of4\'','\'Block2of4\''
96,32122249,comedy|crime,'joe viterelli',1,usa,60000000,2002,846,0.535371,'\'Block2of4\'','\'Block2of4\''
101,40076438,action|crime|drama|mystery|thriller,'50 cent',2,usa,60000000,2008,0,0.667941,'\'Block2of4\'','\'Block2of4\''
111,32940507,action|crime|drama|thriller,'carrie preston',1,usa,60000000,1998,0,0.549008,'\'Block2of4\'','\'Block2of4\''
117,31670931,biography|drama|music,'rachael harris',0,uk,60000000,2009,0,0.527849,'\'Block3of4\'','\'Block2of4\''
126,30695227,drama|fantasy|sport,'charlize theron',3,usa,60000000,2000,0,0.511587,'\'Block3of4\'','\'Block2of4\''
152,32522352,adventure|comedy|drama|music,'michael angarano',1,usa,60000000,2000,15000,0.542039,'\'Block4of4\'','\'Block2of4\''
86,28424210,animation|comedy|family|fantasy,'ben falcone',0,uk,?,2006,470,?,'\'Block1of4\'',?
101,26082914,action|adventure|crime|thriller,xzibit,2,usa,87000000,2005,0,0.299804,'\'Block1of4\'','\'Block1of4\''
87,29136626,action|fantasy|horror|sci-fi|thriller,'jacob hopkins',0,usa,60000000,2011,20000,0.48561,'\'Block1of4\'','\'Block2of4\''
85,26288320,adventure|animation|comedy|drama|family|fantasy|romance,'timothy west',0,usa,60000000,2003,880,0.438139,'\'Block3of4\'','\'Block1of4\''
130,26616590,horror|sci-fi|thriller,'kathleen quinlan',0,uk,60000000,1997,10000,0.44361,'\'Block3of4\'','\'Block1of4\''
173,623279547,action|adventure|sci-fi,'scarlett johansson',3,usa,220000000,2012,123000,2.833089,'\'Block4of4\'','\'Block4of4\''
104,30063805,drama|fantasy|mystery|romance|thriller,'matt craven',0,usa,60000000,2002,0,0.501063,'\'Block2of4\'','\'Block2of4\''
121,22518325,crime|drama|mystery|thriller,'mike starr',0,germany,50000000,2006,0,0.450367,'\'Block1of4\'','\'Block1of4\''
140,13082288,action|adventure|drama|history|romance|war,'philip winchester',1,uk,60000000,2006,2000,0.218038,'\'Block3of4\'','\'Block1of4\''
131,18208078,action|drama|thriller,'michael irby',3,usa,60000000,2001,0,0.303468,'\'Block3of4\'','\'Block1of4\''
91,14218868,horror|sci-fi|thriller,'vanessa marshall',0,usa,65000000,2000,589,0.218752,'\'Block1of4\'','\'Block1of4\''
118,22451,drama|fantasy|mystery|romance,'kevin corrigan',0,usa,60000000,2014,17000,0.000374,'\'Block2of4\'','\'Block1of4\''
130,31165421,fantasy|horror|mystery|romance,'cch pounder',3,usa,60000000,2013,44000,0.519424,'\'Block2of4\'','\'Block2of4\''
90,11802056,adventure|comedy|family|romance|sci-fi,'shawn christian',1,usa,60000000,2008,791,0.196701,'\'Block1of4\'','\'Block1of4\''
103,25472967,drama|horror|thriller,'ariel gade',2,usa,30000000,2005,0,0.849099,'\'Block1of4\'','\'Block2of4\''
122,22362500,comedy|drama,'clint howard',0,usa,55000000,1999,641,0.406591,'\'Block2of4\'','\'Block1of4\''
106,17281832,adventure|family|fantasy,'jamie foreman',3,germany,60000000,2008,0,0.288031,'\'Block2of4\'','\'Block1of4\''
103,19781879,action|crime|fantasy|thriller,'louis lombardi',1,usa,60000000,2008,2000,0.329698,'\'Block1of4\'','\'Block1of4\''
107,7605668,action|comedy|mystery|romance,'ulrich thomsen',2,uk,60000000,2015,12000,0.126761,'\'Block1of4\'','\'Block1of4\''
156,4535117,action|adventure|fantasy|thriller,'tania saulnier',3,germany,60000000,2007,0,0.075585,'\'Block1of4\'','\'Block1of4\''
127,4426297,adventure|drama|romance|war,'noah emmerich',2,usa,35000000,2003,0,0.126466,'\'Block2of4\'','\'Block1of4\''
119,?,action|adventure|fantasy,'eddie peng',1,china,68005000,2016,426,?,'\'Block2of4\'',?
132,10166502,action|drama|war,'paolo montalban',0,usa,80000000,2005,0,0.127081,'\'Block3of4\'','\'Block1of4\''
108,363024263,action|adventure|comedy|romance|sci-fi,'stefan kapicic',0,usa,58000000,2016,117000,6.259039,'\'Block4of4\'','\'Block4of4\''
114,12065985,comedy|drama,'eric mccormack',1,usa,60000000,1998,296,0.2011,'\'Block1of4\'','\'Block1of4\''
133,350123553,action|biography|drama|history|thriller|war,'keir odonnell',0,usa,58800000,2014,112000,5.954482,'\'Block4of4\'','\'Block4of4\''
103,80021740,adventure|comedy|family|fantasy|horror,'ken marino',4,usa,58000000,2015,35000,1.379685,'\'Block2of4\'','\'Block3of4\''
22,?,comedy|family|fantasy,'caroline rhea',1,usa,3000000,?,990,?,'\'Block3of4\'',?
95,48291624,comedy|fantasy|romance,'willie garson',1,usa,58000000,2005,0,0.832614,'\'Block3of4\'','\'Block2of4\''
90,35231365,comedy|family|romance|sci-fi,'danny woodburn',0,usa,60000000,2000,500,0.587189,'\'Block1of4\'','\'Block2of4\''
87,53715611,action|adventure|thriller|war,'richard crenna',1,usa,63000000,1988,2000,0.852629,'\'Block1of4\'','\'Block2of4\''
114,31199215,comedy|drama|romance|sport,'matt bushell',8,usa,58000000,2008,472,0.537918,'\'Block2of4\'','\'Block2of4\''
119,?,comedy|western,'jon lovitz',4,usa,?,2015,0,?,'\'Block1of4\'',?
103,29580087,comedy|drama|romance,'kevin brown',2,usa,58000000,2009,0,0.510001,'\'Block1of4\'','\'Block2of4\''
125,44665963,comedy,'rob riggle',2,usa,58000000,2013,22000,0.770103,'\'Block2of4\'','\'Block2of4\''
97,60128566,action|adventure|horror|sci-fi,'shawn roberts',1,germany,60000000,2010,19000,1.002143,'\'Block2of4\'','\'Block2of4\''
125,49875589,action|adventure|drama|history|war,'tristan mack wilds',0,usa,58000000,2012,0,0.859924,'\'Block2of4\'','\'Block2of4\''
30,?,comedy|romance,'cynthia nixon',0,usa,?,?,0,?,'\'Block3of4\'',?
136,60984028,drama|mystery|thriller,'charlize theron',2,usa,57000000,1997,11000,1.069895,'\'Block4of4\'','\'Block2of4\''
116,36931089,comedy,'will forte',2,usa,70000000,2012,12000,0.527587,'\'Block1of4\'','\'Block2of4\''
103,51317350,action|adventure|fantasy,'terry oneill',0,usa,57000000,1996,0,0.900304,'\'Block2of4\'','\'Block2of4\''
97,28328132,action|comedy|crime|drama,'chris penn',2,usa,58000000,2004,782,0.488416,'\'Block2of4\'','\'Block2of4\''
96,51774002,action|fantasy|thriller,'christopher lambert',1,usa,57000000,2011,18000,0.908316,'\'Block1of4\'','\'Block2of4\''
131,25528495,drama|music|romance|war,'mihalis giannatos',2,uk,57000000,2001,0,0.447868,'\'Block2of4\'','\'Block1of4\''
22,?,comedy|romance,'brian austin green',1,usa,?,?,0,?,'\'Block3of4\'',?
95,113006880,action|comedy|drama|family|thriller,'tate donovan',0,canada,56000000,2005,0,2.01798,'\'Block1of4\'','\'Block3of4\''
86,45860039,action|crime,'michael bowen',1,usa,56000000,2004,0,0.818929,'\'Block2of4\'','\'Block2of4\''
142,329691196,comedy|drama,'sam anderson',0,usa,55000000,1994,59000,5.994385,'\'Block4of4\'','\'Block4of4\''
92,217326336,animation|comedy|family|fantasy|music,'matthew gray gubler',0,usa,60000000,2007,0,3.622106,'\'Block1of4\'','\'Block4of4\''
108,166225040,comedy,'teri polo',2,usa,55000000,2000,0,3.022273,'\'Block3of4\'','\'Block4of4\''
84,141600000,adventure|animation|drama|family|history|musical|romance,'irene bedard',1,usa,55000000,1995,0,2.574545,'\'Block3of4\'','\'Block4of4\''
188,134218018,action|adventure|drama|romance|sci-fi,'ned beatty',0,usa,55000000,1978,0,2.440328,'\'Block4of4\'','\'Block4of4\''
95,128769345,comedy|romance|sci-fi,'dave chappelle',1,usa,54000000,1996,960,2.384618,'\'Block1of4\'','\'Block4of4\''
118,177575142,comedy|romance,'kevin sussman',1,usa,70000000,2005,0,2.536788,'\'Block3of4\'','\'Block4of4\''
92,105263257,action|adventure|comedy|family|romance,'holland taylor',0,usa,55000000,1997,5000,1.913877,'\'Block1of4\'','\'Block3of4\''
74,104354205,comedy|romance,'fred willard',3,usa,55000000,2003,0,1.897349,'\'Block2of4\'','\'Block3of4\''
134,107100855,biography|drama|thriller,'michael chernus',0,usa,55000000,2013,65000,1.947288,'\'Block4of4\'','\'Block3of4\''
101,98711404,comedy|crime|romance|thriller,'steve carell',2,usa,55000000,2010,0,1.794753,'\'Block2of4\'','\'Block3of4\''
100,100328194,comedy|family|fantasy,'cathy moriarty',0,usa,50000000,1995,0,2.006564,'\'Block2of4\'','\'Block3of4\''
132,101530738,action|crime|thriller,'james wilcox',0,usa,55000000,2014,56000,1.846013,'\'Block3of4\'','\'Block3of4\''
105,93815117,comedy|drama|romance,'natasha richardson',2,usa,55000000,2002,0,1.705729,'\'Block1of4\'','\'Block3of4\''
123,91400000,action|drama|thriller|war,'ricky schroder',0,usa,53000000,1995,0,1.724528,'\'Block4of4\'','\'Block3of4\''
117,162586036,biography|drama,'james karen',0,usa,55000000,2006,32000,2.95611,'\'Block4of4\'','\'Block4of4\''
98,89706988,drama|mystery|thriller,'haley ramm',1,usa,55000000,2005,0,1.631036,'\'Block2of4\'','\'Block3of4\''
128,83000000,drama|thriller,'roma maffia',0,usa,55000000,1994,0,1.509091,'\'Block2of4\'','\'Block3of4\''
114,78745923,drama|fantasy|romance,'colm feore',1,germany,55000000,1998,0,1.431744,'\'Block3of4\'','\'Block3of4\''
111,70098138,action,'chiaki kuriyama',0,usa,30000000,2003,13000,2.336605,'\'Block4of4\'','\'Block4of4\''
85,66365290,comedy,'jamie kennedy',2,usa,55000000,1999,0,1.206642,'\'Block2of4\'','\'Block3of4\''
44,?,action|adventure|drama|sci-fi,'gary jones',4,usa,1400000,?,0,?,'\'Block4of4\'',?
137,66207920,action|crime|drama|thriller,'michael bowen',0,usa,30000000,2004,0,2.206931,'\'Block4of4\'','\'Block3of4\''
97,63408614,action|comedy|crime|thriller,'brion james',1,usa,55000000,1989,0,1.152884,'\'Block2of4\'','\'Block3of4\''
104,58422650,comedy|fantasy|horror,'isabella rossellini',3,usa,55000000,1992,8000,1.06223,'\'Block2of4\'','\'Block2of4\''
110,56932305,action|adventure|comedy|western,'kate luyben',2,usa,55000000,2000,0,1.035133,'\'Block3of4\'','\'Block2of4\''
133,68750000,action|adventure|thriller,'j.t. walsh',0,usa,55000000,1996,0,1.25,'\'Block2of4\'','\'Block3of4\''
94,68218041,comedy|family|fantasy,'philip baker hall',1,usa,55000000,2011,14000,1.240328,'\'Block2of4\'','\'Block3of4\''
104,25040293,action|adventure|fantasy,'michael angarano',0,usa,55000000,2008,0,0.455278,'\'Block3of4\'','\'Block2of4\''
91,55747724,adventure|animation|comedy|family,'dan fogler',1,usa,55000000,2013,0,1.013595,'\'Block2of4\'','\'Block2of4\''
145,55473600,action|horror|sci-fi,'paul mcgann',0,usa,50000000,1992,0,1.109472,'\'Block2of4\'','\'Block3of4\''
135,49994804,biography|drama|history|musical,'peter polycarpou',1,usa,55000000,1996,0,0.908996,'\'Block2of4\'','\'Block2of4\''
122,41609593,action|adventure|crime|thriller,'michael lonsdale',2,uk,55000000,1998,0,0.756538,'\'Block4of4\'','\'Block2of4\''
110,38553833,adventure|drama|horror|thriller,'om puri',0,usa,55000000,1996,0,0.700979,'\'Block3of4\'','\'Block2of4\''
95,76137505,animation|comedy|family|fantasy,'sally hawkins',0,uk,55000000,2014,30000,1.384318,'\'Block3of4\'','\'Block3of4\''
102,34350553,action|comedy|sci-fi,'rosemarie dewitt',4,usa,68000000,2012,15000,0.505155,'\'Block1of4\'','\'Block2of4\''
94,34238611,action|crime|drama|thriller,'rex linn',1,usa,55000000,2003,0,0.62252,'\'Block2of4\'','\'Block2of4\''
126,34098563,drama|thriller,'john ashton',1,usa,55000000,1999,0,0.619974,'\'Block2of4\'','\'Block2of4\''
118,33828318,comedy,'seymour cassel',2,usa,55000000,2003,0,0.61506,'\'Block1of4\'','\'Block2of4\''
99,33472850,comedy|sport,'matt walsh',3,usa,55000000,2008,0,0.608597,'\'Block1of4\'','\'Block2of4\''
88,31051126,adventure|animation|comedy|family,'brian blessed',0,uk,55000000,2012,0,0.564566,'\'Block3of4\'','\'Block2of4\''
141,35707327,crime|drama|mystery|thriller,'colm feore',0,usa,55000000,2008,14000,0.649224,'\'Block4of4\'','\'Block2of4\''
107,20550712,action|drama|sci-fi|thriller,'kevin dunn',1,usa,50000000,1996,1000,0.411014,'\'Block1of4\'','\'Block1of4\''
116,18573791,action|drama|sport|thriller,'ellen barkin',3,usa,55000000,1996,0,0.337705,'\'Block1of4\'','\'Block1of4\''
143,51225796,drama|musical|romance|thriller,'miranda richardson',0,uk,70000000,2004,0,0.731797,'\'Block4of4\'','\'Block2of4\''
114,16264475,biography|drama|history|war,'jordi moll',1,uk,55000000,2007,0,0.295718,'\'Block3of4\'','\'Block1of4\''
93,25857987,action|sci-fi,'paterson joseph',0,usa,62000000,2005,0,0.417064,'\'Block1of4\'','\'Block1of4\''
280,12870569,drama|history|war,'john castle',0,usa,56000000,2003,953,0.229832,'\'Block2of4\'','\'Block1of4\''
100,11466088,action|thriller,'jeffrey demunn',0,usa,71000000,1997,316,0.161494,'\'Block1of4\'','\'Block1of4\''
107,16088610,comedy|drama|family|fantasy,'richard schiff',2,usa,55000000,2009,610,0.29252,'\'Block1of4\'','\'Block1of4\''
119,51178893,adventure|comedy|crime|family|musical,'hugh bonneville',4,usa,50000000,2014,10000,1.023578,'\'Block2of4\'','\'Block2of4\''
95,6768055,action|adventure|comedy|family|sci-fi,'brady corbet',0,uk,57000000,2004,437,0.118738,'\'Block1of4\'','\'Block1of4\''
119,39440655,drama|music|musical|romance,'david walton',1,usa,55000000,2010,19000,0.717103,'\'Block2of4\'','\'Block2of4\''
133,6167817,drama|mystery|romance|war,'albert dupontel',1,france,47000000,2004,0,0.13123,'\'Block4of4\'','\'Block1of4\''
152,?,crime|drama|romance,'lois maxwell',0,uk,2000000,1962,0,?,'\'Block4of4\'',?
96,?,crime|horror|mystery|thriller,'charles s. dutton',1,usa,55000000,2002,448,?,'\'Block1of4\'',?
117,81645152,action|horror|sci-fi|thriller,'tony curran',1,usa,54000000,2002,0,1.511947,'\'Block3of4\'','\'Block3of4\''
123,69951824,drama|romance,'madison pettis',1,usa,55000000,2008,26000,1.271851,'\'Block4of4\'','\'Block3of4\''
92,9483821,action|thriller,'jon seda',3,usa,55000000,2012,10000,0.172433,'\'Block1of4\'','\'Block1of4\''
170,66676062,crime|drama,'bridget fonda',1,usa,54000000,1990,0,1.234742,'\'Block4of4\'','\'Block3of4\''
123,26838389,comedy|drama|romance,'judy greer',0,usa,57000000,2005,0,0.470849,'\'Block2of4\'','\'Block2of4\''
110,75604320,comedy|romance,'amanda detmer',1,usa,54000000,2006,0,1.40008,'\'Block1of4\'','\'Block3of4\''
116,108200000,action|adventure|romance|sci-fi,'jackie cooper',4,usa,54000000,1980,0,2.003704,'\'Block3of4\'','\'Block3of4\''
121,5660084,comedy|crime|romance,'david backus',0,usa,54000000,2003,2000,0.104816,'\'Block1of4\'','\'Block1of4\''
128,7221458,drama|thriller,'kevin dunn',0,germany,55000000,2006,0,0.131299,'\'Block2of4\'','\'Block1of4\''
99,70327868,action|crime|thriller,'daniel von bargen',0,germany,46000000,2000,0,1.528867,'\'Block2of4\'','\'Block3of4\''
94,58297830,adventure|animation|drama|family|fantasy|musical|mystery|romance,'bernadette peters',1,usa,50000000,1997,0,1.165957,'\'Block3of4\'','\'Block3of4\''
127,57386369,drama|musical|romance,'richard roxburgh',1,usa,52500000,2001,10000,1.093074,'\'Block4of4\'','\'Block3of4\''
89,45207112,crime|mystery|thriller,'matt oleary',1,usa,53000000,2001,361,0.852964,'\'Block1of4\'','\'Block2of4\''
123,62563543,biography|crime|drama,'adam scott',7,usa,53000000,2015,44000,1.180444,'\'Block3of4\'','\'Block3of4\''
135,33574332,drama|history|war,'tom mccarthy',0,usa,90000000,2006,0,0.373048,'\'Block3of4\'','\'Block1of4\''
118,73343413,crime|drama|thriller,'michael kelly',0,usa,50000000,2009,21000,1.466868,'\'Block4of4\'','\'Block3of4\''
189,25031037,action|horror|thriller,'zoÂ« bell',0,usa,53000000,2007,0,0.472284,'\'Block4of4\'','\'Block2of4\''
172,22843047,drama|history|horror,'hill harper',1,usa,55000000,1998,853,0.415328,'\'Block2of4\'','\'Block1of4\''
124,5755286,drama|romance|sport,'kelvin han yee',1,usa,55000000,2007,672,0.104642,'\'Block2of4\'','\'Block1of4\''
141,164435221,biography|crime|drama,'jennifer garner',0,usa,52000000,2002,15000,3.162216,'\'Block4of4\'','\'Block4of4\''
157,95720716,drama|history|thriller,'parker sawyers',0,usa,40000000,2012,39000,2.393018,'\'Block4of4\'','\'Block4of4\''
106,118683135,comedy|drama|romance,ann-margret,1,usa,52000000,2006,0,2.282368,'\'Block1of4\'','\'Block4of4\''
108,143704210,comedy|family|musical|romance,'julie walters',1,usa,52000000,2008,10000,2.763542,'\'Block2of4\'','\'Block4of4\''
125,110476776,comedy|romance,'anne hathaway',12,usa,52000000,2010,9000,2.124553,'\'Block1of4\'','\'Block3of4\''
107,80270227,action|adventure|comedy,'michael weston',5,usa,50000000,2005,0,1.605405,'\'Block1of4\'','\'Block3of4\''
215,36385763,drama|war,'dash mihok',0,usa,52000000,1998,0,0.699726,'\'Block4of4\'','\'Block2of4\''
118,37035845,comedy|fantasy,'mircea monroe',2,usa,52000000,2011,13000,0.712228,'\'Block2of4\'','\'Block2of4\''
118,34580635,biography|comedy|drama,'tom dreesen',1,uk,52000000,1999,0,0.665012,'\'Block4of4\'','\'Block2of4\''
178,42438300,biography|crime|drama,'kevin pollak',2,usa,52000000,1995,11000,0.816121,'\'Block4of4\'','\'Block2of4\''
92,23324666,action|thriller,'rebecca dayan',1,france,52000000,2010,0,0.448551,'\'Block2of4\'','\'Block1of4\''
104,23020488,action|comedy|fantasy,'victoria smurfit',3,usa,52000000,2003,846,0.442702,'\'Block1of4\'','\'Block1of4\''
116,90567722,comedy,'rob moran',1,usa,51000000,2000,0,1.775838,'\'Block2of4\'','\'Block3of4\''
90,72601713,animation|comedy|family,'maurice lamarche',1,germany,51000000,2006,605,1.423563,'\'Block1of4\'','\'Block3of4\''
93,35092918,comedy|family,'alia shawkat',0,usa,?,2006,1000,?,'\'Block1of4\'',?
130,296623634,adventure|drama|fantasy|romance,'taylor lautner',2,usa,50000000,2009,13000,5.932473,'\'Block1of4\'','\'Block4of4\''
90,267652016,adventure|animation|comedy|family|fantasy,'bobby block',1,usa,60000000,2001,0,4.460867,'\'Block4of4\'','\'Block4of4\''
106,62453315,romance|sci-fi|thriller,'jon stewart',2,usa,50200000,2011,36000,1.24409,'\'Block3of4\'','\'Block3of4\''
155,165500000,action|adventure|drama|romance,'michael wincott',0,usa,48000000,1991,0,3.447917,'\'Block3of4\'','\'Block4of4\''
139,153620822,comedy|drama|romance|sport,'bonnie hunt',0,usa,50000000,1996,0,3.072416,'\'Block4of4\'','\'Block4of4\''
112,218628680,comedy|fantasy,'tom skerritt',1,usa,50000000,2012,74000,4.372574,'\'Block3of4\'','\'Block4of4\''
139,147637474,comedy|drama|romance,'shirley knight',0,usa,50000000,1997,11000,2.952749,'\'Block4of4\'','\'Block4of4\''
115,135014968,biography|comedy|drama|romance,'monica potter',1,usa,50000000,1998,0,2.700299,'\'Block3of4\'','\'Block4of4\''
143,2175312,comedy,'steve carell',2,usa,50000000,2013,41000,0.043506,'\'Block2of4\'','\'Block1of4\''
96,126203320,comedy|romance,'peter gallagher',1,usa,50000000,2002,0,2.524066,'\'Block1of4\'','\'Block4of4\''
112,126975169,mystery|sci-fi|thriller,'zach mills',0,usa,50000000,2011,37000,2.539503,'\'Block3of4\'','\'Block4of4\''
131,125548685,biography|drama,'conchata ferrell',0,usa,52000000,2000,0,2.414398,'\'Block4of4\'','\'Block4of4\''
116,105807520,comedy|romance,'thomas lennon',2,usa,50000000,2003,0,2.11615,'\'Block2of4\'','\'Block3of4\''
112,191616238,action|comedy|crime,'amber stevens west',2,usa,50000000,2014,24000,3.832325,'\'Block3of4\'','\'Block4of4\''
123,105264608,drama|fantasy|horror,'kirsten dunst',0,usa,60000000,1994,11000,1.75441,'\'Block4of4\'','\'Block3of4\''
104,97680195,comedy|romance,'danny masterson',1,usa,70000000,2008,0,1.395431,'\'Block3of4\'','\'Block3of4\''
107,126088877,action|comedy|crime,'megan park',2,usa,50000000,2016,10000,2.521778,'\'Block3of4\'','\'Block4of4\''
124,91030827,comedy|drama,'herbert russell',2,usa,50000000,1998,0,1.820617,'\'Block3of4\'','\'Block3of4\''
96,150315155,comedy|family,'mark l. young',2,usa,50000000,2015,13000,3.006303,'\'Block2of4\'','\'Block4of4\''
125,127997349,adventure|comedy|drama|fantasy|musical,'anna kendrick',1,usa,50000000,2014,90000,2.559947,'\'Block2of4\'','\'Block4of4\''
129,88504640,crime|drama|mystery|thriller,'peter gerety',2,usa,45000000,2006,0,1.96677,'\'Block4of4\'','\'Block3of4\''
90,81517441,action|crime|drama|thriller,'william devane',1,usa,50000000,1999,0,1.630349,'\'Block3of4\'','\'Block3of4\''
